d_trade_date,rank,ts_code,schema_version,t_trade_date,t1_trade_date,name,candidate_source,candidate_source_sha256,candidate_row_sha256,buy_rule,max_buy_price,auction_price,auction_volume,auction_amount,t_up_limit,buy_cap_pass,auction_queue_risk,fill_observed,fill_confidence,sell_rule,sell_time,sell_price,sell_volume,gross_return,cost_bps,net_return,pnl_per_10000,is_win,model_eligible,status,auction_source,auction_source_sha256,sell_source,sell_source_sha256,truth_updated_at
20260612,3,603065.SH,premium_execution_truth_v1,20260615,20260616,宿迁联盛,outputs/premium/premium_top10_20260612.csv,5d385b501789de12cd58ddc859ddd9209246d4baf04188ea084252cd988c9dd6,e96e02a5fd737a47d24d45aa2bcdf674b507dcc7c8851b2327082588875c717d,T opening call auction; published max-buy-price cap,14.06,13.18,10210375.04,134654044.16,14.96,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-16 11:00:00,14.74,12300.0,0.11836115326251906,35.0,0.11486115326251906,1148.6115326251906,1.0,1,READY,tushare:stk_auction_o,892d4faa8ee4e06dacb134527ae0bd21902e1242ea19147f59603a36e602516a,tushare:stk_mins,0350b3bf4269bd2fe7097273627f589626b554162f4d6e50f750c15e6f6cb5ed,2026-09-04T01:39:29+08:00
20260612,4,600567.SH,premium_execution_truth_v1,20260615,20260616,山鹰国际,outputs/premium/premium_top10_20260612.csv,5d385b501789de12cd58ddc859ddd9209246d4baf04188ea084252cd988c9dd6,abc7b1910e3c1130284cac34fe9f7b7e3ae6bb95c0cfdee0257c1e07a35f7906,T opening call auction; published max-buy-price cap,1.5,1.42,8888999.68,12622379.52,1.58,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-16 11:00:00,1.39,25700.0,-0.021126760563380254,35.0,-0.024626760563380253,-246.26760563380253,0.0,1,READY,tushare:stk_auction_o,892d4faa8ee4e06dacb134527ae0bd21902e1242ea19147f59603a36e602516a,tushare:stk_mins,91d47161df35f77790db26c4c8813a3c8637cd950d05e1e703deefc1435f0581,2026-09-04T01:39:29+08:00
20260612,5,002088.SZ,premium_execution_truth_v1,20260615,20260616,鲁阳节能,outputs/premium/premium_top10_20260612.csv,5d385b501789de12cd58ddc859ddd9209246d4baf04188ea084252cd988c9dd6,295913d0999132bb30731ed9090b9a8661c353870fad4234dbd889bc2b7e87d6,T opening call auction; published max-buy-price cap,9.26,9.01,242000.0,2180836.96,9.85,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-16 11:00:00,9.05,20000.0,0.004439511653718142,35.0,0.0009395116537181422,9.395116537181423,1.0,1,READY,tushare:stk_auction_o,892d4faa8ee4e06dacb134527ae0bd21902e1242ea19147f59603a36e602516a,tushare:stk_mins,86ae32398e225fdd7a4a105d232b93b47babda52781d59ecddd7cf2fecc7e084,2026-09-04T01:39:29+08:00
20260612,6,600497.SH,premium_execution_truth_v1,20260615,20260616,驰宏锌锗,outputs/premium/premium_top10_20260612.csv,5d385b501789de12cd58ddc859ddd9209246d4baf04188ea084252cd988c9dd6,59099d5b013393ca159a73e57ef7f40636720a345e51d2e0481d2f0fcbac6a9d,T opening call auction; published max-buy-price cap,9.62,9.74,7940199.68,77337553.92,,0.0,,0.0,RULE_PRICE_CAP_REJECTED,T+1 11:00 minute open,,,,,35.0,,,,0,NO_FILL_PRICE_CAP,tushare:stk_auction_o,892d4faa8ee4e06dacb134527ae0bd21902e1242ea19147f59603a36e602516a,,,2026-09-04T01:39:29+08:00
20260612,7,001696.SZ,premium_execution_truth_v1,20260615,20260616,宗申动力,outputs/premium/premium_top10_20260612.csv,5d385b501789de12cd58ddc859ddd9209246d4baf04188ea084252cd988c9dd6,d1322b330cfab50fcf89341536239ecfd4c6bb3f38f0932221e14554e457f647,T opening call auction; published max-buy-price cap,23.52,22.05,4722423.04,104265666.56,25.12,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-16 11:00:00,23.18,817700.0,0.05124716553287967,35.0,0.047747165532879665,477.47165532879666,1.0,1,READY,tushare:stk_auction_o,892d4faa8ee4e06dacb134527ae0bd21902e1242ea19147f59603a36e602516a,tushare:stk_mins,f959cc29d6e999b181a6e0e045dbaf4c6dec39f556e003219440b2061400c3db,2026-09-04T01:39:29+08:00
20260612,8,601696.SH,premium_execution_truth_v1,20260615,20260616,中银证券,outputs/premium/premium_top10_20260612.csv,5d385b501789de12cd58ddc859ddd9209246d4baf04188ea084252cd988c9dd6,7278291c19f734271d9ebe95a7e1399c54cc45c2e4563a3002c22275fc249ea2,T opening call auction; published max-buy-price cap,11.99,11.9,4233500.16,50378649.6,12.69,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-16 11:00:00,12.96,938097.0,0.08907563025210097,35.0,0.08557563025210096,855.7563025210096,1.0,1,READY,tushare:stk_auction_o,892d4faa8ee4e06dacb134527ae0bd21902e1242ea19147f59603a36e602516a,tushare:stk_mins,7fd202fde8aef4364ba72d303a961ea5082399172799d50d877d3cce07d948a6,2026-09-04T01:39:29+08:00
20260612,9,600229.SH,premium_execution_truth_v1,20260615,20260616,城市传媒,outputs/premium/premium_top10_20260612.csv,5d385b501789de12cd58ddc859ddd9209246d4baf04188ea084252cd988c9dd6,bfadb92d7ad03fd9dc5da9c0c29be8a788dcf3ce9833a8e8cabdbff715e56659,T opening call auction; published max-buy-price cap,6.41,5.83,1369900.0,7986517.12,6.81,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-16 11:00:00,5.56,45500.0,-0.046312178387650116,35.0,-0.04981217838765012,-498.1217838765012,0.0,1,READY,tushare:stk_auction_o,892d4faa8ee4e06dacb134527ae0bd21902e1242ea19147f59603a36e602516a,tushare:stk_mins,d2fc3953a58e8e45a4fd2cbccefcf368b0d34d3d90d1809b07615163e9d8b584,2026-09-04T01:39:29+08:00
20260612,10,601958.SH,premium_execution_truth_v1,20260615,20260616,金钼股份,outputs/premium/premium_top10_20260612.csv,5d385b501789de12cd58ddc859ddd9209246d4baf04188ea084252cd988c9dd6,04fe0e027153cfd109525ee8f3c5591982efc0221d64f7d549b3e6f7b276037c,T opening call auction; published max-buy-price cap,25.78,27.25,17855000.32,486548725.76,,0.0,,0.0,RULE_PRICE_CAP_REJECTED,T+1 11:00 minute open,,,,,35.0,,,,0,NO_FILL_PRICE_CAP,tushare:stk_auction_o,892d4faa8ee4e06dacb134527ae0bd21902e1242ea19147f59603a36e602516a,,,2026-09-04T01:39:29+08:00
20260615,1,600237.SH,premium_execution_truth_v1,20260616,20260617,铜峰电子,outputs/premium/premium_top10_20260615.csv,a3d9ce83016aa69dc28995ddffc0d78e02fb8d2c17171825bec8e16b2e14309f,edbe7d9c87d56b9ce2821dc26b1aae0ce50f0b606683c6f3c3e192e9d533d4ee,T opening call auction; published max-buy-price cap,11.12,11.11,2028300.0,22536724.48,11.75,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-17 11:00:00,12.56,1400.0,0.1305130513051307,35.0,0.1270130513051307,1270.130513051307,1.0,1,READY,tushare:stk_auction_o,e1538ffe7af63ab692aa88a6c91b2afd358dc8fccdf74ec5ff38010d4fa95154,tushare:stk_mins,7aad2e6e7ab64cba1251cd203f573a8c824ac50ec7609556a17a9dcae6723571,2026-09-04T01:39:29+08:00
20260615,2,002051.SZ,premium_execution_truth_v1,20260616,20260617,中工国际,outputs/premium/premium_top10_20260615.csv,a3d9ce83016aa69dc28995ddffc0d78e02fb8d2c17171825bec8e16b2e14309f,7d882eef7d36a75c271438382e3bee75758f88d8bc9c6c880c60d40f60522679,T opening call auction; published max-buy-price cap,12.1,11.88,5769900.16,68602065.92,12.78,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-17 11:00:00,12.48,660500.0,0.050505050505050386,35.0,0.04700505050505038,470.05050505050383,1.0,1,READY,tushare:stk_auction_o,e1538ffe7af63ab692aa88a6c91b2afd358dc8fccdf74ec5ff38010d4fa95154,tushare:stk_mins,f2fd71d2edf2eb630936e84a783c2c14c5b9258b26cda39f6b5da6958e24a386,2026-09-04T01:39:29+08:00
20260615,3,601975.SH,premium_execution_truth_v1,20260616,20260617,招商南油,outputs/premium/premium_top10_20260615.csv,a3d9ce83016aa69dc28995ddffc0d78e02fb8d2c17171825bec8e16b2e14309f,e9c99eabca0f1e9c1ee5f9b7d8ef5a346310ea76e2f448b2dbd40f23692aa578,T opening call auction; published max-buy-price cap,4.75,4.72,14518599.68,68527790.08,5.04,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-17 11:00:00,4.69,2569600.0,-0.0063559322033897026,35.0,-0.009855932203389702,-98.55932203389702,0.0,1,READY,tushare:stk_auction_o,e1538ffe7af63ab692aa88a6c91b2afd358dc8fccdf74ec5ff38010d4fa95154,tushare:stk_mins,8aea860de686fd6964771728f6ff9f8d22cd9deb2189e7cd59719e7199f1a135,2026-09-04T01:39:29+08:00
20260615,4,600293.SH,premium_execution_truth_v1,20260616,20260617,三峡新材,outputs/premium/premium_top10_20260615.csv,a3d9ce83016aa69dc28995ddffc0d78e02fb8d2c17171825bec8e16b2e14309f,2d4953a77b87aed50a618ceceef5509a40b488c0299fd1d34549c53589970b63,T opening call auction; published max-buy-price cap,3.9,3.82,2271200.0,8675984.0,4.13,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-17 11:00:00,3.85,138400.0,0.007853403141361293,35.0,0.004353403141361293,43.53403141361293,1.0,1,READY,tushare:stk_auction_o,e1538ffe7af63ab692aa88a6c91b2afd358dc8fccdf74ec5ff38010d4fa95154,tushare:stk_mins,2bbb9aa6b633e678439a1146607ebf6dc43ece26df71e7a4f620c9b21164421f,2026-09-04T01:39:29+08:00
20260615,5,002426.SZ,premium_execution_truth_v1,20260616,20260617,胜利精密,outputs/premium/premium_top10_20260615.csv,a3d9ce83016aa69dc28995ddffc0d78e02fb8d2c17171825bec8e16b2e14309f,c6130c1024a6ef849f9e2bae4e45bb7dfb6a6ff6291f57138f251c683f3fdd05,T opening call auction; published max-buy-price cap,4.02,3.94,13342324.48,52523397.12,4.25,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-17 11:00:00,4.14,598100.0,0.050761421319796884,35.0,0.04726142131979688,472.6142131979688,1.0,1,READY,tushare:stk_auction_o,e1538ffe7af63ab692aa88a6c91b2afd358dc8fccdf74ec5ff38010d4fa95154,tushare:stk_mins,6344ce3488b9acd0b169137a6dfcaef311cfa1208092930b56da0fb9711aec76,2026-09-04T01:39:29+08:00
20260615,6,002613.SZ,premium_execution_truth_v1,20260616,20260617,北玻股份,outputs/premium/premium_top10_20260615.csv,a3d9ce83016aa69dc28995ddffc0d78e02fb8d2c17171825bec8e16b2e14309f,be2744680578f7b0b715bd484a35452d9dfd383b80e43de6d6bbda80186c407e,T opening call auction; published max-buy-price cap,4.98,4.8,3994400.0,19165876.48,5.27,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-17 11:00:00,5.08,521600.0,0.05833333333333335,35.0,0.054833333333333345,548.3333333333335,1.0,1,READY,tushare:stk_auction_o,e1538ffe7af63ab692aa88a6c91b2afd358dc8fccdf74ec5ff38010d4fa95154,tushare:stk_mins,b43773e18f7767a3425af9ac78ba6857fcb18837445eed424bfb4b534a458e84,2026-09-04T01:39:29+08:00
20260615,7,000980.SZ,premium_execution_truth_v1,20260616,20260617,众泰汽车,outputs/premium/premium_top10_20260615.csv,a3d9ce83016aa69dc28995ddffc0d78e02fb8d2c17171825bec8e16b2e14309f,b7cda6c1a5cc25a64675e311e1e14cbb830d083964f5cefe95de55696701bb47,T opening call auction; published max-buy-price cap,2.49,2.39,7090400.0,16953351.68,2.63,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-17 11:00:00,2.29,82700.0,-0.04184100418410042,35.0,-0.04534100418410042,-453.4100418410042,0.0,1,READY,tushare:stk_auction_o,e1538ffe7af63ab692aa88a6c91b2afd358dc8fccdf74ec5ff38010d4fa95154,tushare:stk_mins,bce7027186c03848d50f517097c42895552fc0e16785033c180676067336954d,2026-09-04T01:39:29+08:00
20260615,8,000545.SZ,premium_execution_truth_v1,20260616,20260617,金浦钛业,outputs/premium/premium_top10_20260615.csv,a3d9ce83016aa69dc28995ddffc0d78e02fb8d2c17171825bec8e16b2e14309f,4c14e260814ac62401a78f8abd5de00eb5c8f397294d6ace75c72bb2645a222b,T opening call auction; published max-buy-price cap,2.72,2.67,4184800.0,11170872.32,2.87,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-17 11:00:00,2.5,280000.0,-0.06367041198501866,35.0,-0.06717041198501866,-671.7041198501867,0.0,1,READY,tushare:stk_auction_o,e1538ffe7af63ab692aa88a6c91b2afd358dc8fccdf74ec5ff38010d4fa95154,tushare:stk_mins,56ef46a8e376c63e803028ec1901d57bac8d5e7a088092a3abd38e6c09153ff3,2026-09-04T01:39:29+08:00
20260615,9,600375.SH,premium_execution_truth_v1,20260616,20260617,汉马科技,outputs/premium/premium_top10_20260615.csv,a3d9ce83016aa69dc28995ddffc0d78e02fb8d2c17171825bec8e16b2e14309f,b134d451c0af3aa7af09f31a3e7b46058e7556649ffc247032c305cf083f13ce,T opening call auction; published max-buy-price cap,4.5,4.34,1473600.0,6395424.0,4.76,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-17 11:00:00,4.14,12000.0,-0.04608294930875578,35.0,-0.049582949308755786,-495.82949308755786,0.0,1,READY,tushare:stk_auction_o,e1538ffe7af63ab692aa88a6c91b2afd358dc8fccdf74ec5ff38010d4fa95154,tushare:stk_mins,92cab46e09b3b8d23912c0a945fcf822db52b4f1d6e6ec046aef2418b27f3fa7,2026-09-04T01:39:29+08:00
20260615,10,000520.SZ,premium_execution_truth_v1,20260616,20260617,凤凰航运,outputs/premium/premium_top10_20260615.csv,a3d9ce83016aa69dc28995ddffc0d78e02fb8d2c17171825bec8e16b2e14309f,1a6e981cec4a30a18f4af9c80069e1eacc4c6085542ff898985e477e59070fbd,T opening call auction; published max-buy-price cap,4.75,4.39,3203100.16,14057259.52,5.03,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-17 11:00:00,4.58,317100.0,0.04328018223234631,35.0,0.039780182232346306,397.80182232346306,1.0,1,READY,tushare:stk_auction_o,e1538ffe7af63ab692aa88a6c91b2afd358dc8fccdf74ec5ff38010d4fa95154,tushare:stk_mins,aba0225e9b089b4fee7354f8e899a70efffcc5b31e4ff8563bf12f4753e3c7ad,2026-09-04T01:39:29+08:00
20260616,1,600615.SH,premium_execution_truth_v1,20260617,20260618,鑫源智造,outputs/premium/premium_top10_20260616.csv,b9dc42e630519e568aca7af1c7aa4f0d2ec60add6185907c8f05437994b30c59,fa7b20b3354107133269a8ce9095903b575ba0732a90aea06c8a124a5670699a,T opening call auction; published max-buy-price cap,10.44,10.04,113900.0,1143556.0,11.04,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-18 11:00:00,10.59,25600.0,0.05478087649402408,35.0,0.051280876494024075,512.8087649402407,1.0,1,READY,tushare:stk_auction_o,0c5b8dbfde1f71172f1565f8d969ae4666ac17fc9cd072683827e313e4bc0575,tushare:stk_mins,6aabf2c5503f5465e2ea32d83995dbb444d7f7d20bec7f04b2a5a4f1dd58d79e,2026-09-04T01:39:29+08:00
20260616,2,002585.SZ,premium_execution_truth_v1,20260617,20260618,双星新材,outputs/premium/premium_top10_20260616.csv,b9dc42e630519e568aca7af1c7aa4f0d2ec60add6185907c8f05437994b30c59,8f4c613d67acd03edd0be03a5a6684fd1d382a2ca8d71940e5f443f2c9004dd3,T opening call auction; published max-buy-price cap,14.57,13.56,9852629.76,133745909.76,15.41,1.0,0.0,1.0,MEDIUM_MATCHED_AUCTION_VOLUME,T+1 11:00 minute open,2026-06-18 11:00:00,14.94,491100.0,0.1017699115044246,35.0,0.0982699115044246,982.699115044246,1.0,1,READY,tushare:stk_auction_o,0c5b8dbfde1f71172f1565f8d969ae4666ac17fc9cd072683827e313e4bc0575,tushare:stk_mins,16196969da5b23af0a424353094534f74a4246ad1985537dff3bd988c79e2b54,2026-09-04T01:39:29+08:00
20260616,3,600500.SH,premium_execution_truth_v1,20260617,20260618,中化国际,outputs/premium/premium_top10_20260616.csv,b9dc42e630519e568aca7af1c7aa4f0d2ec60add6185907c8f05437994b30c59,005b22c6dfd70a9c5917fc9445ff3989814255ce04dc7fd909eafe79a641e291,T opening call auction; published max-buy-price cap,9.41,9.46,27561600.0,260732743.68,,0.0,,0.0,RULE_PRICE_CAP_REJECTED,T+1 11:00 minute open,,,,,35.0,,,,0,NO_FILL_PRICE_CAP,tushare:stk_auction_o,0c5b8dbfde1f71172f1565f8d969ae4666ac17fc9cd072683827e313e4bc0575,,,2026-09-04T01:39:29+08:00
